"","minutes","miles","uqlatlongid"
"218",10.7833333333333,3.065223143,"42.251908+-71.0052+42.242902+-70.950907"
"219",11.3333333333333,3.29948001,"42.251908+-71.0052+42.243572+-70.946418"
"220",7.8,1.701935169,"42.251908+-71.0052+42.246413+-70.976365"
"221",5.73333333333333,1.3048791,"42.251908+-71.0052+42.248353+-70.983673"
"222",4.51666666666667,1.091127476,"42.251908+-71.0052+42.249043+-70.987718"
"223",16.65,5.574940612,"42.251908+-71.0052+42.249237+-70.903257"
"224",4.11666666666667,0.950076259,"42.251908+-71.0052+42.2493+-70.990435"
"225",3.98333333333333,0.864948432,"42.251908+-71.0052+42.249568+-70.992055"
"226",3.31666666666667,0.603972612,"42.251908+-71.0052+42.249859+-70.997113"
"227",3.05,0.525058495,"42.251908+-71.0052+42.250266+-70.998546"
"228",2.26666666666667,0.436823813,"42.251908+-71.0052+42.250719+-71.000181"
"229",5.23333333333333,0.255383481,"42.251975+-71.005231+42.255069+-71.006206"
"230",2.63333333333333,0.429367361,"42.252026+-71.125219+42.257978+-71.123529"
"231",16.5833333333333,3.53560099,"42.252026+-71.125219+42.300479+-71.113634"
"232",0.916666666666667,0.268432272,"42.252059+-71.125337+42.248475+-71.127058"
"233",10.6166666666667,3.56045583,"42.252155+-71.035971+42.284195+-71.063879"
"234",22.05,2.445716256,"42.252838+-71.075599+42.267715+-71.092067"
"235",12.85,2.713527157,"42.252838+-71.075599+42.284195+-71.063879"
"236",10.5,3.488998165,"42.253016+-71.03517+42.284195+-71.063879"
"237",5.63333333333333,0.468513734,"42.253204+-70.99994+42.251772+-71.005099"
"238",24.35,5.576183354,"42.253872+-71.16863+42.300749+-71.114314"
"239",16.3,4.416083697,"42.253877+-71.139562+42.300749+-71.114314"
"240",11.85,2.70917756,"42.25401+-71.076854+42.284195+-71.063879"
"241",23.0833333333333,2.745217078,"42.254135+-71.034187+42.275585+-71.028752"
"242",10.9333333333333,3.358510255,"42.254586+-71.033785+42.284195+-71.063879"
"243",20.9333333333333,4.065630453,"42.254718+-71.145182+42.300749+-71.114314"
"244",5.1,1.308607326,"42.254741+-71.124397+42.237363+-71.132128"
"245",0.666666666666667,0.216237108,"42.254919+-71.124162+42.257978+-71.123529"
"246",1.48333333333333,0.49088309,"42.254919+-71.124162+42.261691+-71.121992"
"247",2.85,0.907823031,"42.254919+-71.124162+42.267672+-71.120811"
"248",8.01666666666667,2.117010997,"42.254919+-71.124162+42.285066+-71.118763"
"249",15.1666666666667,3.323092108,"42.254919+-71.124162+42.300479+-71.113634"
"250",18.5333333333333,5.218273658,"42.255272+-71.138069+42.300749+-71.114314"
"251",9.71666666666667,3.252255814,"42.255874+-71.032637+42.284195+-71.063879"
"252",11.6833333333333,3.925200607,"42.256303+-71.033739+42.251696+-71.004973"
"253",9.28333333333333,3.19384694,"42.256313+-71.033465+42.284195+-71.063879"
"254",0.916666666666667,0.147886298,"42.256719+-71.124011+42.254741+-71.124397"
"255",7.56666666666667,1.64663315,"42.257475+-71.144938+42.275951+-71.139621"
"256",0.816666666666667,0.281481063,"42.257978+-71.123529+42.261691+-71.121992"
"257",1.8,0.585331482,"42.257978+-71.123529+42.266018+-71.120924"
"258",2.18333333333333,0.698421004,"42.257978+-71.123529+42.267672+-71.120811"
"259",8.16666666666667,2.232586003,"42.257978+-71.123529+42.289719+-71.118046"
"260",9.9,2.415269077,"42.257978+-71.123529+42.292344+-71.117619"
"261",14.5,3.113690081,"42.257978+-71.123529+42.300479+-71.113634"
"262",5.71666666666667,1.26759684,"42.258017+-71.16126+42.258725+-71.16853"
"263",8.61666666666667,2.251227133,"42.258132+-71.080961+42.284195+-71.063879"
"264",3.9,0.701527859,"42.258293+-71.160526+42.265986+-71.151799"
"265",21.3333333333333,3.805276004,"42.258293+-71.160526+42.300749+-71.114314"
"266",13.95,2.072893656,"42.258725+-71.16853+42.234627+-71.183304"
"267",5.83333333333333,1.21788716,"42.258725+-71.16853+42.26028+-71.158587"
"268",6,1.878404533,"42.258725+-71.16853+42.26883+-71.148551"
"269",7,2.617214652,"42.258725+-71.16853+42.276717+-71.138763"
"270",8,2.752052159,"42.258725+-71.16853+42.278207+-71.137033"
"271",8,3.030426367,"42.258725+-71.16853+42.281294+-71.133567"
"272",17.3,4.251420382,"42.258725+-71.16853+42.286196+-71.137212"
"273",1.65,0.305093161,"42.258967+-71.123477+42.254741+-71.124397"
"274",15.9833333333333,3.677894949,"42.259345+-71.145404+42.300749+-71.114314"
"275",9.06666666666667,2.152429144,"42.259509+-71.080797+42.284195+-71.063879"
"276",9.21666666666667,2.109554545,"42.260129+-71.080649+42.284195+-71.063879"
"277",20.7,4.798226862,"42.26028+-71.158587+42.300749+-71.114314"
"278",13.8333333333333,2.92665741,"42.260579+-71.122693+42.300479+-71.113634"
"279",11.05,1.850442838,"42.261087+-71.157076+42.281294+-71.133567"
"280",20.4166666666667,3.543057442,"42.261087+-71.157076+42.300749+-71.114314"
"281",8.41666666666667,1.595059357,"42.261233+-71.157252+42.258725+-71.16853"
"282",3.25,0.49088309,"42.261535+-71.1223+42.254741+-71.124397"
"283",0.916666666666667,0.195731865,"42.261535+-71.1223+42.258967+-71.123477"
"284",5.51666666666667,1.284373857,"42.261691+-71.121992+42.279969+-71.118822"
"285",13.6833333333333,2.845257809,"42.261691+-71.121992+42.300479+-71.113634"
"286",3.2,1.380686362,"42.262037+-70.990156+42.266271+-70.967082"
"287",8.5,2.207109792,"42.262173+-70.973914+42.251772+-71.005099"
"288",7.96666666666667,1.949862198,"42.262306+-71.079559+42.284195+-71.063879"
"289",22.2833333333333,2.880675956,"42.262682+-71.146361+42.294688+-71.119267"
"290",19.3333333333333,3.399520741,"42.262756+-71.155382+42.300749+-71.114314"
"291",6.48333333333333,2.397249318,"42.263388+-71.043721+42.284195+-71.063879"
"292",18.6666666666667,3.377151385,"42.264006+-71.154008+42.300749+-71.114314"
"293",2.11666666666667,0.615778661,"42.264155+-71.121242+42.272827+-71.119979"
"294",19.3333333333333,4.363267162,"42.264738+-71.162853+42.300749+-71.114314"
"295",19.6,3.259090895,"42.264777+-71.127641+42.300749+-71.114314"
"296",8.11666666666667,1.336569021,"42.264916+-71.099618+42.255735+-71.121217"
"297",5.23333333333333,1.548456532,"42.265549+-71.128704+42.282087+-71.132727"
"298",21.0333333333333,3.335519528,"42.265549+-71.128704+42.300749+-71.114314"
"299",1.05,0.34175405,"42.265684+-70.959414+42.268418+-70.954436"
"300",9.85,3.059009433,"42.26572+-70.960097+42.251772+-71.005099"
"301",9.1,1.770285979,"42.265986+-71.121172+42.241728+-71.130753"
"302",3.5,0.513873817,"42.265986+-71.121172+42.258967+-71.123477"
"303",17.4333333333333,3.110583226,"42.265986+-71.151799+42.300749+-71.114314"
"304",1.28333333333333,0.320006065,"42.266018+-71.120924+42.270456+-71.120425"
"305",12.7,2.542028761,"42.266018+-71.120924+42.300479+-71.113634"
"306",9.58333333333333,2.859549342,"42.266062+-70.963951+42.251772+-71.005099"
"307",3.2,1.700071056,"42.266062+-70.963951+42.261276+-70.99311"
"308",6.15,2.188468662,"42.266217+-71.045052+42.284195+-71.063879"
"309",9.3,2.712284415,"42.266341+-70.966823+42.251772+-71.005099"
"310",3.65,1.075593201,"42.267019+-71.130262+42.278964+-71.12918"
"311",4,1.215401676,"42.267019+-71.130262+42.28011+-71.131416"
"312",23.3166666666667,3.464764696,"42.267019+-71.130262+42.300749+-71.114314"
"313",1.16666666666667,0.215615737,"42.267508+-71.091726+42.268802+-71.093523"
"314",5.81666666666667,0.637526646,"42.267508+-71.091726+42.274918+-71.093328"
"315",8.51666666666667,0.942619807,"42.267508+-71.091726+42.279265+-71.092891"
"316",8.55,1.156992802,"42.267508+-71.091726+42.282273+-71.091866"
"317",13,1.434745639,"42.267508+-71.091726+42.285515+-71.090795"
"318",13.15,1.560262581,"42.267508+-71.091726+42.287966+-71.089996"
"319",18.1833333333333,3.170234842,"42.267508+-71.091726+42.300479+-71.113634"
"320",42.2833333333333,5.675602714,"42.267508+-71.091726+42.336572+-71.089616"
"321",4.15,0.866812545,"42.267672+-71.120811+42.279969+-71.118822"
"322",12.3166666666667,2.427075126,"42.267672+-71.120811+42.300479+-71.113634"
"323",33.7333333333333,4.91504461,"42.267715+-71.092067+42.242626+-71.134245"
"324",29.1666666666667,4.660903871,"42.267715+-71.092067+42.245115+-71.136319"
"325",4.71666666666667,0.385871391,"42.267715+-71.092067+42.267439+-71.094318"
"326",4.51666666666667,0.592787934,"42.267715+-71.092067+42.271172+-71.083864"
"327",7.18333333333333,1.357695635,"42.267715+-71.092067+42.272403+-71.069439"
"328",9.81666666666667,1.559019839,"42.267715+-71.092067+42.274026+-71.067521"
"329",10.6166666666667,1.688265007,"42.267715+-71.092067+42.275402+-71.067153"
"330",8.83333333333333,1.594437986,"42.267715+-71.092067+42.277858+-71.115045"
"331",8.21666666666667,2.612865055,"42.267715+-71.092067+42.284195+-71.063879"
"332",20.0666666666667,3.275867912,"42.267715+-71.092067+42.300749+-71.114314"
"333",17.85,2.9204437,"42.268117+-71.149375+42.300749+-71.114314"
"334",4.48333333333333,0.667352454,"42.268191+-71.121011+42.258967+-71.123477"
"335",2.38333333333333,0.292665741,"42.268191+-71.121011+42.264119+-71.12146"
"336",4.18333333333333,0.8699194,"42.268381+-71.095147+42.274329+-71.10905"
"337",11.1,1.959804134,"42.268381+-71.095147+42.284441+-71.125001"
"338",2.28333333333333,0.125516942,"42.268802+-71.093523+42.270449+-71.093479"
"339",3.45,0.300743564,"42.268802+-71.093523+42.272976+-71.093404"
"340",4.65,0.436202442,"42.268802+-71.093523+42.274918+-71.093328"
"341",5.03333333333333,0.582845998,"42.268802+-71.093523+42.277067+-71.0933"
"342",7.43333333333333,1.158235544,"42.268802+-71.093523+42.284936+-71.092533"
"343",12,1.358938377,"42.268802+-71.093523+42.287966+-71.089996"
"344",13.0666666666667,1.475134754,"42.268802+-71.093523+42.289583+-71.089446"
"345",14.85,2.968910638,"42.268802+-71.093523+42.300479+-71.113634"
"346",0.166666666666667,0.121788716,"42.26883+-71.148551+42.270058+-71.147107"
"347",13.5166666666667,2.855821116,"42.26883+-71.148551+42.300749+-71.114314"
"348",4.85,1.378822249,"42.268857+-71.131688+42.283304+-71.131416"
"349",4,0.830773027,"42.268931+-71.073741+42.258531+-71.081173"
"350",15.1166666666667,0.73321778,"42.269672+-71.096952+42.274329+-71.10905"
"351",10.5666666666667,1.477620238,"42.269672+-71.096952+42.280681+-71.120534"
"352",11.4666666666667,1.829937595,"42.269672+-71.096952+42.284441+-71.125001"
